query,function_call
Tôi cần tra cứu nhiệm vụ trong quý trước.,"get(departments='hr', content='task', id='task_547', type_of_time='range', specific_time='2025-06-02 to 2025-06-13')"
Tôi muốn xóa nhân viên.,"delete(departments='manager', content='employee', id='employee_172', type_of_time='range', specific_time='2025-05-10 to 2025-06-09')"
Mình cần so sánh tình trạng nhiệm vụ hôm nay.,"compare(departments='accountant', content='task', id='task_475', type_of_time='day', specific_time='2024-12-24')"
Bạn có thể cho biết dự đoán của báo cáo không? năm ngoái.,"predict(departments='manager', content='report', id='report_227', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn đăng ký hóa đơn.,"add(departments='finance', content='invoice', id='invoice_744', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn xem thông tin báo cáo hôm qua.,"get(departments='employee', content='report', id='report_392', type_of_time='day', specific_time='2024-08-16')"
Tôi cần hủy chấm công.,"delete(departments='employee', content='attendance', id='attendance_98', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn biết sự khác biệt giữa các hiệu suất tháng này.,"compare(departments='hr', content='performance', id='performance_125', type_of_time='month', specific_time='2025-06-01')"
Mình cần ước tính nghỉ phép trong thời gian tới tháng trước.,"predict(departments='hr', content='leave_request', id='leave_request_989', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn đăng ký hiệu suất.,"add(departments='finance', content='performance', id='performance_71', type_of_time='month', specific_time='2025-06-01')"
Tôi cần tra cứu hóa đơn tháng 12 năm ngoái.,"get(departments='manager', content='invoice', id='invoice_432', type_of_time='month', specific_time='2025-06-01')"
Mình muốn loại bỏ nhiệm vụ khỏi hệ thống.,"delete(departments='finance', content='task', id='task_925', type_of_time='day', specific_time='2024-11-15')"
Mình cần so sánh tình trạng nhân viên hai tuần qua.,"compare(departments='finance', content='employee', id='employee_25', type_of_time='range', specific_time='2025-05-19 to 2025-06-02')"
Bạn có thể cho biết dự đoán của dự án không? hôm qua.,"predict(departments='employee', content='project', id='project_716', type_of_time='day', specific_time='2025-04-22')"
Tôi muốn đăng ký nhân viên.,"add(departments='hr', content='employee', id='employee_485', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn xem thông tin dự án ngày mai.,"get(departments='hr', content='project', id='project_812', type_of_time='day', specific_time='2024-10-17')"
Bạn có thể xóa hiệu suất giùm tôi không?,"delete(departments='finance', content='performance', id='performance_748', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết sự khác biệt giữa các nhân viên tháng 5 năm nay.,"compare(departments='finance', content='employee', id='employee_313', type_of_time='month', specific_time='2025-06-01')"
Bạn có thể cho biết dự đoán của nhân viên không? ngày 15 tháng 5.,"predict(departments='accountant', content='employee', id='employee_588', type_of_time='day', specific_time='2024-10-25')"
Tôi muốn thêm hóa đơn.,"add(departments='accountant', content='invoice', id='invoice_155', type_of_time='month', specific_time='2025-06-01')"
Bạn kiểm tra giúp tôi nhiệm vụ nhé tháng này.,"get(departments='manager', content='task', id='task_634', type_of_time='month', specific_time='2025-06-01')"
Mình muốn loại bỏ nghỉ phép khỏi hệ thống.,"delete(departments='accountant', content='leave_request', id='leave_request_34', type_of_time='day', specific_time='2025-04-11')"
Tôi muốn đối chiếu hóa đơn ba tháng gần đây.,"compare(departments='hr', content='invoice', id='invoice_371', type_of_time='range', specific_time='2025-05-12 to 2025-05-22')"
Bạn có thể dự đoán dự án giúp tôi không? tháng này.,"predict(departments='finance', content='project', id='project_609', type_of_time='month', specific_time='2025-06-01')"
Mình cần tạo mới một nhiệm vụ.,"add(departments='hr', content='task', id='task_497', type_of_time='month', specific_time='2025-06-01')"
Tôi cần tra cứu dự án năm nay.,"get(departments='hr', content='project', id='project_399', type_of_time='year', specific_time='2025-01-01')"
Mình muốn loại bỏ báo cáo khỏi hệ thống.,"delete(departments='finance', content='report', id='report_345', type_of_time='day', specific_time='2024-12-22')"
So sánh các chấm công giúp tôi với hai tuần qua.,"compare(departments='finance', content='attendance', id='attendance_469', type_of_time='range', specific_time='2025-05-28 to 2025-06-06')"
Bạn có thể dự đoán nghỉ phép giúp tôi không? năm tới.,"predict(departments='accountant', content='leave_request', id='leave_request_439', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn thêm nhân viên.,"add(departments='employee', content='employee', id='employee_907', type_of_time='year', specific_time='2025-01-01')"
Mình muốn biết tình hình báo cáo ngày 1 tháng 6.,"get(departments='manager', content='report', id='report_89', type_of_time='day', specific_time='2025-01-25')"
Tôi muốn xóa báo cáo.,"delete(departments='accountant', content='report', id='report_982', type_of_time='day', specific_time='2025-05-21')"
Mình cần so sánh tình trạng chấm công hôm nay.,"compare(departments='finance', content='attendance', id='attendance_434', type_of_time='day', specific_time='2024-11-18')"
Cho tôi dự đoán về báo cáo hôm nay.,"predict(departments='hr', content='report', id='report_149', type_of_time='day', specific_time='2025-05-26')"
Bạn có thể giúp tôi thêm chấm công không?,"add(departments='manager', content='attendance', id='attendance_568', type_of_time='range', specific_time='2025-05-28 to 2025-06-27')"
Bạn kiểm tra giúp tôi hiệu suất nhé năm nay.,"get(departments='finance', content='performance', id='performance_504', type_of_time='year', specific_time='2025-01-01')"
Bạn có thể xóa hiệu suất giùm tôi không?,"delete(departments='employee', content='performance', id='performance_431', type_of_time='range', specific_time='2025-05-23 to 2025-05-31')"
Bạn giúp tôi so sánh các nhân viên này nhé hai tuần qua.,"compare(departments='employee', content='employee', id='employee_235', type_of_time='range', specific_time='2025-05-11 to 2025-06-06')"
Bạn có thể dự đoán chấm công giúp tôi không? ngày 1 tháng 6.,"predict(departments='accountant', content='attendance', id='attendance_875', type_of_time='day', specific_time='2025-04-17')"
Bạn có thể giúp tôi thêm chấm công không?,"add(departments='hr', content='attendance', id='attendance_234', type_of_time='range', specific_time='2025-05-17 to 2025-05-25')"
Tôi muốn xem thông tin nhiệm vụ năm ngoái.,"get(departments='finance', content='task', id='task_717', type_of_time='year', specific_time='2025-01-01')"
Làm ơn gỡ bỏ nhân viên này giúp tôi.,"delete(departments='finance', content='employee', id='employee_182', type_of_time='day', specific_time='2024-08-02')"
Tôi muốn biết sự khác biệt giữa các báo cáo ngày mai.,"compare(departments='hr', content='report', id='report_975', type_of_time='day', specific_time='2024-08-08')"
Cho tôi dự đoán về nhiệm vụ năm nay.,"predict(departments='manager', content='task', id='task_98', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn thêm chấm công.,"add(departments='manager', content='attendance', id='attendance_508', type_of_time='day', specific_time='2025-03-02')"
Bạn kiểm tra giúp tôi nhân viên nhé từ ngày 1 đến ngày 15.,"get(departments='manager', content='employee', id='employee_229', type_of_time='range', specific_time='2025-06-09 to 2025-07-06')"
Làm ơn gỡ bỏ nhiệm vụ này giúp tôi.,"delete(departments='employee', content='task', id='task_875', type_of_time='month', specific_time='2025-06-01')"
So sánh các nghỉ phép giúp tôi với tháng 6.,"compare(departments='finance', content='leave_request', id='leave_request_77', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn biết dự báo về chấm công năm tới.,"predict(departments='accountant', content='attendance', id='attendance_248', type_of_time='year', specific_time='2025-01-01')"
Làm ơn thêm một báo cáo mới giúp tôi.,"add(departments='manager', content='report', id='report_20', type_of_time='year', specific_time='2025-01-01')"
Cho tôi biết về chấm công được không? năm ngoái.,"get(departments='manager', content='attendance', id='attendance_372', type_of_time='year', specific_time='2025-01-01')"
Bạn có thể xóa nghỉ phép giùm tôi không?,"delete(departments='accountant', content='leave_request', id='leave_request_19', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết sự khác biệt giữa các nhân viên ngày mai.,"compare(departments='manager', content='employee', id='employee_335', type_of_time='day', specific_time='2024-12-28')"
Tôi muốn biết dự báo về dự án tháng 12 năm ngoái.,"predict(departments='employee', content='project', id='project_65', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn thêm hóa đơn.,"add(departments='manager', content='invoice', id='invoice_690', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn xem thông tin chấm công tháng này.,"get(departments='hr', content='attendance', id='attendance_918', type_of_time='month', specific_time='2025-06-01')"
Mình muốn loại bỏ hiệu suất khỏi hệ thống.,"delete(departments='accountant', content='performance', id='performance_593', type_of_time='year', specific_time='2025-01-01')"
Mình cần so sánh tình trạng dự án tháng 5 năm nay.,"compare(departments='employee', content='project', id='project_348', type_of_time='month', specific_time='2025-06-01')"
Cho tôi dự đoán về hóa đơn từ ngày 1 đến ngày 15.,"predict(departments='manager', content='invoice', id='invoice_165', type_of_time='range', specific_time='2025-05-31 to 2025-06-08')"
Tôi muốn thêm hiệu suất.,"add(departments='hr', content='performance', id='performance_678', type_of_time='day', specific_time='2024-10-23')"
Mình muốn biết tình hình nhân viên hai tuần qua.,"get(departments='finance', content='employee', id='employee_764', type_of_time='range', specific_time='2025-05-15 to 2025-06-13')"
Làm ơn gỡ bỏ hóa đơn này giúp tôi.,"delete(departments='manager', content='invoice', id='invoice_41', type_of_time='day', specific_time='2025-05-14')"
Bạn giúp tôi so sánh các hóa đơn này nhé năm nay.,"compare(departments='manager', content='invoice', id='invoice_528', type_of_time='year', specific_time='2025-01-01')"
